Time Stamp,Model Name,Dataset,Number of Runs,Computation,Std Computation,Epoch,Number of Features,Hidden Channels,Learning Rate,Weight Decay,Dropout Rate,Criterion,Loss,Accuracy,Precision,Recall,F1,Std Loss,Std Accuracy,Std Precision,Std Recall,Std F1
2024-06-05 03:53:20,GCN LR 0.05,chrome-run-01-without-centrality-metrics,3,1m 31s,10.298657708411504,350,33,64,0.05,0.0005,0.0,CrossEntropyLoss,0.6038374503453573,0.7910251348861692,0.6587271472663863,0.793076623881758,0.7195786049035152,0.2050054453271122,0.007310406323111522,0.006538580578326758,0.024127673931187574,0.013046798006708556
2024-06-05 03:58:12,GCN DR 0.0,chrome-run-01-without-centrality-metrics,3,1m 26s,56.023656235282225,201,33,64,0.005,0.0005,0.0,CrossEntropyLoss,0.45677905281384784,0.7970785629688116,0.6585940997146691,0.8311940879035394,0.7347165916216568,0.02640593576771306,0.003174717221164582,0.0015318567474360313,0.02459344217742085,0.008689217392290822
2024-06-05 04:01:43,GCN DR 0.1,chrome-run-01-without-centrality-metrics,3,1m 16s,19.290249978949607,247,33,64,0.005,0.0005,0.1,CrossEntropyLoss,0.503681351741155,0.7902355573101724,0.6522901665060545,0.8152469856087126,0.7245074051382533,0.01640625494288088,0.004144760033694889,0.009989016728124649,0.015780212193777357,0.0011001039292530073
2024-06-05 04:06:29,GCN DR 0.3,chrome-run-01-without-centrality-metrics,3,1m 34s,36.761477011437975,222,33,64,0.005,0.0005,0.3,CrossEntropyLoss,0.5016037126382192,0.7926042900381628,0.6561736092286377,0.8136911707506806,0.7264539803361529,0.024265019199535404,0.008245532411012292,0.011935747458990403,0.004699745614000246,0.00878875561797975
2024-06-05 04:09:31,GCN DR 0.5,chrome-run-01-without-centrality-metrics,3,0m 59s,4.163835624747879,201,33,64,0.005,0.0005,0.5,CrossEntropyLoss,0.5338645378748575,0.7811554151862087,0.6524839709651182,0.7557370672889926,0.7002402551675573,0.006905446731729096,0.0015900836917481743,0.0016570521355881353,0.014953234373194188,0.005659425060598381
2024-06-05 04:12:30,GCN DR 0.7,chrome-run-01-without-centrality-metrics,3,0m 60s,6.062864312177272,201,33,64,0.005,0.0005,0.7,CrossEntropyLoss,0.5542728702227274,0.7804974338728781,0.6481816998072226,0.7685725398677558,0.7032357677157058,0.010688698929504976,0.0053259919317931725,0.008445580060872737,0.0022002544727703012,0.005366037700533086
2024-06-05 04:16:53,GCN WD 5e-5,chrome-run-01-without-centrality-metrics,3,1m 31s,19.857925173464924,280,33,64,0.005,5e-05,0.0,CrossEntropyLoss,0.4361432393391927,0.8052375312541123,0.661056211420647,0.8743679502139244,0.7522586443403814,0.017886610212270403,0.005483002146598184,0.014618814360904456,0.033008400636759416,0.00451372728538357
2024-06-05 04:23:35,GCN WD 1e-5,chrome-run-01-without-centrality-metrics,3,2m 11s,68.31339628425005,201,33,64,0.005,1e-05,0.1,CrossEntropyLoss,0.4610561629136403,0.8058955125674431,0.6680460121138087,0.8467522364838583,0.7467978234716237,0.04865904943064671,0.010035886808757815,0.00866388400784805,0.026236362433356735,0.015611694433021241
2024-06-05 04:26:15,GCN WD 5e-4,chrome-run-01-without-centrality-metrics,3,1m 16s,31.747929187931813,456,33,64,0.005,0.0005,0.3,CrossEntropyLoss,0.5239158968130747,0.7885248058955127,0.6541802295581296,0.7977440684558538,0.7185721130156958,0.02176508378142117,0.007423242414091526,0.015081928681354233,0.01548993212893027,0.005227280537935137
2024-06-05 04:30:09,GCN WD 1e-4,chrome-run-01-without-centrality-metrics,3,0m 57s,1.3967936656323325,224,33,64,0.005,0.0001,0.5,CrossEntropyLoss,0.5223262707392374,0.7889195946835109,0.6593235786467443,0.7798521975884869,0.7142182217414722,0.004774012619500915,0.003535999168981279,0.010434231054002882,0.021480670978582788,0.0041909605547630945
2024-06-05 04:32:54,GCN WD 5e-3,chrome-run-01-without-centrality-metrics,3,0m 53s,0.16804678485371133,201,33,64,0.005,0.005,0.7,CrossEntropyLoss,0.5673363208770752,0.7698381365969208,0.6349516218528195,0.7522364838584208,0.6885997983990969,0.001170341360491786,0.0025787495647144644,0.0034914197351176555,0.010007530400831256,0.004607163443234982
